OTUID	Group
ASV_91	KO6
ASV_736	KO6
ASV_925	KO6
ASV_20	OE1
ASV_24	OE1
ASV_97	OE1
ASV_283	OE2
ASV_31	OE3
ASV_51	OE3
ASV_63	OE3
ASV_71	OE3
ASV_100	OE3
ASV_129	OE3
ASV_84	OE4
ASV_81	OE4
ASV_110	OE4
ASV_288	OE4
ASV_121	OE4
ASV_108	OE5
ASV_175	OE5
ASV_82	OE6
ASV_88	OE6
ASV_110	OE6
ASV_75	WT1
ASV_415	WT1
ASV_192	WT1
ASV_26	WT2
ASV_61	WT2
ASV_70	WT3
ASV_55	WT3
ASV_119	WT3
ASV_62	WT4
ASV_66	WT4
ASV_106	WT4
ASV_118	WT4
ASV_134	WT4
ASV_1487	WT4
ASV_118	WT5
ASV_185	WT5
ASV_61	WT6
ASV_100	WT6
ASV_415	WT6
ASV_113	KO1
ASV_89	KO2
ASV_129	KO2
ASV_1396	KO2
ASV_166	KO2
ASV_48	KO3
ASV_736	KO3
ASV_843	KO3
ASV_474	KO3
ASV_176	KO3
ASV_293	KO3
ASV_383	KO3
ASV_52	KO4
ASV_97	KO4
ASV_95	KO6
ASV_103	KO6
ASV_114	KO6
ASV_78	OE1
ASV_110	OE1
ASV_130	OE1
ASV_22	OE2
ASV_76	OE2
ASV_113	OE3
ASV_75	OE3
ASV_82	OE4
ASV_93	OE4
ASV_204	OE4
ASV_67	OE5
ASV_855	OE5
ASV_245	OE5
ASV_73	OE6
ASV_577	OE6
ASV_162	OE6
ASV_282	WT1
ASV_153	WT1
ASV_185	WT1
ASV_50	WT2
ASV_146	WT2
ASV_89	WT3
ASV_211	WT3
ASV_855	WT4
ASV_153	WT4
ASV_400	WT4
ASV_113	WT5
ASV_53	WT5
ASV_89	WT5
ASV_154	WT5
ASV_148	WT6
ASV_302	WT6
ASV_128	KO1
ASV_233	KO1
ASV_797	KO1
ASV_72	KO2
ASV_288	KO2
ASV_415	KO2
ASV_605	KO2
ASV_99	KO3
ASV_161	KO3
ASV_202	KO3
ASV_253	KO3
ASV_856	KO3
ASV_148	KO4
ASV_207	KO4
ASV_141	KO5
ASV_147	KO5
ASV_74	KO6
ASV_89	KO6
ASV_97	KO6
ASV_227	KO6
ASV_115	OE1
ASV_120	OE1
ASV_1396	OE1
ASV_161	OE1
ASV_158	OE1
ASV_186	OE2
ASV_59	OE4
ASV_50	OE6
ASV_56	OE6
ASV_78	OE6
ASV_119	OE6
ASV_121	OE6
ASV_84	WT1
ASV_191	WT2
ASV_49	WT3
ASV_66	WT3
ASV_110	WT3
ASV_129	WT3
ASV_965	WT3
ASV_433	WT3
ASV_456	WT4
ASV_374	WT4
ASV_1085	WT4
ASV_72	WT5
ASV_102	WT5
ASV_394	WT5
ASV_40	WT6
ASV_110	WT6
ASV_102	WT6
ASV_78	KO1
ASV_86	KO1
ASV_184	KO1
ASV_80	KO2
ASV_97	KO2
ASV_134	KO2
ASV_132	KO2
ASV_209	KO2
ASV_352	KO2
ASV_94	KO3
ASV_101	KO3
ASV_119	KO3
ASV_192	KO3
ASV_279	KO3
ASV_1201	KO3
ASV_23	KO4
ASV_60	KO4
ASV_456	KO4
ASV_109	KO4
ASV_118	KO4
ASV_110	KO4
ASV_134	KO4
ASV_132	KO4
ASV_170	KO4
ASV_213	KO4
ASV_190	KO4
ASV_607	KO4
ASV_52	KO5
ASV_90	KO5
ASV_94	KO5
ASV_99	KO5
ASV_116	KO5
ASV_201	KO5
ASV_60	KO6
ASV_128	KO6
ASV_843	KO6
ASV_36	OE1
ASV_129	OE1
ASV_345	OE1
ASV_73	OE2
ASV_129	OE2
ASV_53	OE3
ASV_69	OE4
ASV_410	OE4
ASV_456	OE5
ASV_71	OE5
ASV_118	OE5
ASV_288	OE5
ASV_76	WT1
ASV_78	WT1
ASV_169	WT1
ASV_303	WT1
ASV_373	WT1
ASV_69	WT2
ASV_82	WT2
ASV_75	WT3
ASV_90	WT3
ASV_146	WT3
ASV_167	WT3
ASV_75	WT4
ASV_83	WT4
ASV_251	WT4
ASV_76	WT5
ASV_109	WT5
ASV_95	WT5
ASV_119	WT5
ASV_157	WT5
ASV_60	KO1
ASV_109	KO1
ASV_118	KO1
ASV_95	KO1
ASV_188	KO1
ASV_534	KO1
ASV_54	KO2
ASV_92	KO2
ASV_142	KO2
ASV_212	KO2
ASV_450	KO2
ASV_60	KO3
ASV_106	KO3
ASV_719	KO3
ASV_37	KO4
ASV_40	KO4
ASV_77	KO4
ASV_94	KO4
ASV_410	KO4
ASV_577	KO4
ASV_124	KO4
ASV_255	KO4
ASV_334	KO4
ASV_50	KO5
ASV_161	KO5
ASV_143	KO5
ASV_170	KO5
ASV_216	KO5
ASV_303	KO5
ASV_84	KO6
ASV_80	KO6
ASV_855	KO6
ASV_147	KO6
ASV_237	KO6
ASV_96	OE1
ASV_99	OE1
ASV_282	OE1
ASV_577	OE1
ASV_195	OE1
ASV_727	OE1
ASV_1022	OE1
ASV_67	OE2
ASV_456	OE2
ASV_98	OE2
ASV_187	OE2
ASV_608	OE2
ASV_62	OE4
ASV_73	OE4
ASV_456	OE4
ASV_100	OE4
ASV_252	OE4
ASV_54	OE5
ASV_91	OE5
ASV_100	OE5
ASV_95	OE5
ASV_125	OE5
ASV_132	OE5
ASV_74	OE6
ASV_99	OE6
ASV_69	WT1
ASV_97	WT1
ASV_188	WT1
ASV_70	WT2
ASV_51	WT2
ASV_72	WT2
ASV_855	WT2
ASV_101	WT2
ASV_264	WT2
ASV_316	WT2
ASV_40	WT3
ASV_99	WT3
ASV_415	WT3
ASV_202	WT3
ASV_69	WT4
ASV_152	WT4
ASV_925	WT4
ASV_151	WT4
ASV_75	WT6
ASV_118	WT6
ASV_98	WT6
ASV_159	WT6
ASV_456	KO1
ASV_77	KO1
ASV_84	KO1
ASV_100	KO1
ASV_108	KO1
ASV_440	KO1
ASV_78	KO2
ASV_115	KO2
ASV_577	KO2
ASV_161	KO2
ASV_149	KO2
ASV_147	KO2
ASV_157	KO2
ASV_256	KO2
ASV_616	KO2
ASV_42	KO3
ASV_179	KO3
ASV_147	KO3
ASV_336	KO3
ASV_186	KO4
ASV_147	KO4
ASV_176	KO4
ASV_315	KO4
ASV_29	KO5
ASV_110	KO5
ASV_736	KO5
ASV_124	KO5
ASV_136	KO5
ASV_310	KO5
ASV_78	KO6
ASV_100	KO6
ASV_116	KO6
ASV_124	KO6
ASV_246	KO6
ASV_417	KO6
ASV_66	OE1
ASV_86	OE1
ASV_925	OE1
ASV_172	OE1
ASV_200	OE1
ASV_327	OE1
ASV_577	OE2
ASV_227	OE2
ASV_24	OE3
ASV_68	OE3
ASV_67	OE3
ASV_73	OE3
ASV_415	OE3
ASV_144	OE3
ASV_38	OE4
ASV_67	OE4
ASV_91	OE4
ASV_155	OE4
ASV_111	OE5
ASV_191	OE5
ASV_58	OE6
ASV_80	OE6
ASV_142	OE6
ASV_193	OE6
ASV_718	OE6
ASV_1073	OE6
ASV_88	WT1
ASV_855	WT1
ASV_109	WT1
ASV_259	WT1
ASV_75	WT2
ASV_109	WT2
ASV_118	WT2
ASV_45	WT3
ASV_118	WT3
ASV_282	WT3
ASV_115	WT3
ASV_143	WT3
ASV_58	WT4
ASV_109	WT4
ASV_115	WT4
ASV_116	WT4
ASV_139	WT4
ASV_163	WT4
ASV_643	WT4
ASV_1024	WT4
ASV_79	WT5
ASV_97	WT5
ASV_100	WT5
ASV_843	WT5
ASV_192	WT5
ASV_323	WT5
ASV_79	WT6
ASV_86	WT6
ASV_125	WT6
ASV_126	WT6
ASV_142	WT6
ASV_158	WT6
ASV_220	WT6
ASV_89	KO1
ASV_73	KO2
ASV_95	KO2
ASV_108	KO2
ASV_305	KO3
ASV_61	KO4
ASV_76	KO4
ASV_74	KO4
ASV_101	KO4
ASV_103	KO4
ASV_415	KO4
ASV_153	KO4
ASV_164	KO4
ASV_188	KO4
ASV_176	KO5
ASV_181	KO5
ASV_227	KO5
ASV_356	KO5
ASV_409	KO5
ASV_35	KO6
ASV_56	KO6
ASV_456	KO6
ASV_77	KO6
ASV_105	KO6
ASV_577	KO6
ASV_427	KO6
ASV_607	KO6
ASV_917	KO6
ASV_67	OE1
ASV_93	OE1
ASV_106	OE1
ASV_74	OE2
ASV_75	OE2
ASV_89	OE2
ASV_605	OE2
ASV_247	OE2
ASV_269	OE2
ASV_550	OE2
ASV_66	OE3
ASV_77	OE3
ASV_101	OE3
ASV_843	OE3
ASV_167	OE3
ASV_240	OE3
ASV_302	OE3
ASV_44	OE4
ASV_66	OE4
ASV_304	OE4
ASV_786	OE4
ASV_282	OE5
ASV_160	OE5
ASV_395	OE5
ASV_54	OE6
ASV_84	OE6
ASV_86	OE6
ASV_129	OE6
ASV_115	OE6
ASV_125	OE6
ASV_152	OE6
ASV_160	OE6
ASV_246	OE6
ASV_733	OE6
ASV_532	OE6
ASV_40	WT1
ASV_67	WT1
ASV_91	WT1
ASV_129	WT1
ASV_119	WT1
ASV_843	WT1
ASV_136	WT1
ASV_536	WT1
ASV_46	WT2
ASV_186	WT2
ASV_152	WT2
ASV_136	WT2
ASV_251	WT2
ASV_293	WT2
ASV_42	WT3
ASV_59	WT3
ASV_303	WT3
ASV_79	WT4
ASV_86	WT4
ASV_106	WT5
ASV_152	WT5
ASV_140	WT5
ASV_717	WT5
ASV_95	WT6
ASV_129	WT6
ASV_152	WT6
ASV_112	KO1
ASV_121	KO1
ASV_843	KO1
ASV_142	KO1
ASV_328	KO1
ASV_42	KO2
ASV_99	KO2
ASV_124	KO2
ASV_843	KO2
ASV_162	KO2
ASV_969	KO2
ASV_167	KO2
ASV_213	KO2
ASV_181	KO2
ASV_440	KO2
ASV_347	KO3
ASV_157	KO3
ASV_548	KO3
ASV_98	KO4
ASV_140	KO4
ASV_285	KO4
ASV_697	KO4
ASV_347	KO5
ASV_234	KO5
ASV_316	KO5
ASV_53	KO6
ASV_76	KO6
ASV_102	KO6
ASV_152	KO6
ASV_331	KO6
ASV_1311	KO6
ASV_576	KO6
ASV_697	KO6
ASV_82	OE1
ASV_71	OE1
ASV_126	OE1
ASV_127	OE1
ASV_867	OE1
ASV_569	OE1
ASV_100	OE2
ASV_120	OE2
ASV_159	OE2
ASV_212	OE2
ASV_271	OE2
ASV_1527	OE2
ASV_78	OE3
ASV_186	OE3
ASV_282	OE3
ASV_128	OE3
ASV_249	OE3
ASV_389	OE3
ASV_71	OE4
ASV_106	OE4
ASV_109	OE4
ASV_149	OE4
ASV_60	OE5
ASV_77	OE5
ASV_109	OE5
ASV_121	OE5
ASV_161	OE5
ASV_720	OE5
ASV_79	OE6
ASV_89	OE6
ASV_128	OE6
ASV_153	OE6
ASV_323	OE6
ASV_202	WT1
ASV_477	WT1
ASV_815	WT1
ASV_108	WT2
ASV_668	WT2
ASV_234	WT2
ASV_109	WT3
ASV_112	WT3
ASV_124	WT3
ASV_140	WT3
ASV_151	WT3
ASV_45	WT4
ASV_81	WT4
ASV_98	WT4
ASV_129	WT4
ASV_125	WT4
ASV_167	WT4
ASV_610	WT4
ASV_399	WT4
ASV_61	WT5
ASV_60	WT5
ASV_125	WT5
ASV_144	WT5
ASV_567	WT5
ASV_72	WT6
ASV_99	WT6
ASV_282	WT6
ASV_843	WT6
ASV_130	WT6
ASV_214	WT6
ASV_457	WT6
ASV_83	KO1
ASV_855	KO1
ASV_98	KO1
ASV_186	KO1
ASV_124	KO1
ASV_266	KO1
ASV_144	KO1
ASV_426	KO1
ASV_46	KO2
ASV_410	KO2
ASV_374	KO2
ASV_83	KO3
ASV_81	KO3
ASV_90	KO3
ASV_108	KO3
ASV_225	KO3
ASV_556	KO3
ASV_282	KO4
ASV_80	KO5
ASV_179	KO5
ASV_132	KO5
ASV_497	KO5
ASV_23	KO6
ASV_140	KO6
ASV_149	KO6
ASV_181	KO6
ASV_45	OE1
ASV_59	OE1
ASV_186	OE1
ASV_165	OE1
ASV_232	OE1
ASV_111	OE2
ASV_347	OE2
ASV_151	OE2
ASV_322	OE2
ASV_60	OE3
ASV_736	OE3
ASV_115	OE3
ASV_107	OE3
ASV_156	OE3
ASV_162	OE3
ASV_1493	OE3
ASV_51	OE4
ASV_74	OE4
ASV_134	OE4
ASV_181	OE4
ASV_59	OE5
ASV_84	OE5
ASV_99	OE5
ASV_120	OE5
ASV_142	OE5
ASV_141	OE5
ASV_266	OE5
ASV_304	OE5
ASV_457	OE5
ASV_1341	OE5
ASV_736	OE6
ASV_139	OE6
ASV_174	OE6
ASV_1127	OE6
ASV_400	OE6
ASV_82	WT1
ASV_71	WT1
ASV_100	WT1
ASV_110	WT1
ASV_96	WT1
ASV_124	WT1
ASV_162	WT1
ASV_171	WT1
ASV_71	WT2
ASV_97	WT2
ASV_134	WT2
ASV_147	WT2
ASV_217	WT2
ASV_199	WT2
ASV_106	WT3
ASV_410	WT3
ASV_132	WT3
ASV_142	WT3
ASV_925	WT3
ASV_225	WT3
ASV_71	WT4
ASV_94	WT4
ASV_95	WT4
ASV_99	WT4
ASV_105	WT4
ASV_191	WT4
ASV_49	WT5
ASV_74	WT5
ASV_75	WT5
ASV_110	WT5
ASV_111	WT5
ASV_1396	WT5
ASV_146	WT5
ASV_149	WT5
ASV_474	WT5
ASV_218	WT5
ASV_242	WT5
ASV_66	WT6
ASV_82	WT6
ASV_77	WT6
ASV_965	WT6
ASV_225	WT6
ASV_96	KO1
ASV_101	KO1
ASV_107	KO1
ASV_577	KO1
ASV_190	KO1
ASV_345	KO1
ASV_56	KO2
ASV_109	KO2
ASV_118	KO2
ASV_107	KO2
ASV_128	KO2
ASV_159	KO2
ASV_474	KO2
ASV_210	KO2
ASV_207	KO2
ASV_473	KO2
ASV_97	KO3
ASV_103	KO3
ASV_142	KO3
ASV_188	KO3
ASV_332	KO3
ASV_404	KO3
ASV_51	KO4
ASV_89	KO4
ASV_843	KO4
ASV_123	KO4
ASV_429	KO4
ASV_416	KO4
ASV_76	KO5
ASV_213	KO5
ASV_300	KO5
ASV_446	KO5
ASV_172	KO6
ASV_207	KO6
ASV_496	KO6
ASV_708	KO6
ASV_143	OE1
ASV_193	OE1
ASV_906	OE1
ASV_672	OE1
ASV_59	OE2
ASV_1396	OE2
ASV_141	OE2
ASV_154	OE2
ASV_1027	OE2
ASV_785	OE2
ASV_55	OE3
ASV_109	OE3
ASV_95	OE3
ASV_110	OE3
ASV_102	OE3
ASV_108	OE3
ASV_119	OE3
ASV_188	OE3
ASV_54	OE4
ASV_186	OE4
ASV_143	OE4
ASV_78	OE5
ASV_106	OE5
ASV_110	OE5
ASV_186	OE5
ASV_577	OE5
ASV_668	OE5
ASV_356	OE5
ASV_62	OE6
ASV_97	OE6
ASV_98	OE6
ASV_172	OE6
ASV_535	OE6
ASV_270	OE6
ASV_46	WT1
ASV_72	WT1
ASV_81	WT1
ASV_118	WT1
ASV_108	WT1
ASV_736	WT1
ASV_127	WT1
ASV_322	WT1
ASV_273	WT1
ASV_603	WT1
ASV_49	WT2
ASV_110	WT2
ASV_107	WT2
ASV_127	WT2
ASV_130	WT2
ASV_183	WT2
ASV_158	WT2
ASV_232	WT2
ASV_309	WT2
ASV_567	WT2
ASV_91	WT3
ASV_186	WT3
ASV_127	WT3
ASV_139	WT3
ASV_283	WT3
ASV_150	WT3
ASV_469	WT3
ASV_1202	WT3
ASV_88	WT4
ASV_90	WT4
ASV_141	WT4
ASV_144	WT4
ASV_81	WT5
ASV_96	WT5
ASV_128	WT5
ASV_134	WT5
ASV_136	WT5
ASV_587	WT5
ASV_63	WT6
ASV_81	WT6
ASV_124	WT6
ASV_146	WT6
ASV_165	WT6
ASV_228	WT6
ASV_99	KO1
ASV_152	KO1
ASV_132	KO1
ASV_155	KO1
ASV_224	KO1
ASV_119	KO2
ASV_130	KO2
ASV_139	KO2
ASV_172	KO2
ASV_170	KO2
ASV_198	KO2
ASV_1027	KO2
ASV_930	KO2
ASV_348	KO2
ASV_40	KO3
ASV_71	KO3
ASV_282	KO3
ASV_577	KO3
ASV_165	KO3
ASV_234	KO3
ASV_219	KO3
ASV_243	KO3
ASV_840	KO3
ASV_48	KO5
ASV_51	KO5
ASV_119	KO5
ASV_158	KO5
ASV_284	KO5
ASV_338	KO5
ASV_1134	KO5
ASV_86	KO6
ASV_410	KO6
ASV_129	KO6
ASV_161	KO6
ASV_164	KO6
ASV_188	KO6
ASV_374	KO6
ASV_976	KO6
ASV_43	OE1
ASV_73	OE1
ASV_456	OE1
ASV_855	OE1
ASV_95	OE1
ASV_102	OE1
ASV_150	OE1
ASV_164	OE1
ASV_166	OE1
ASV_174	OE1
ASV_668	OE1
ASV_312	OE1
ASV_592	OE1
ASV_398	OE1
ASV_436	OE1
ASV_80	OE2
ASV_101	OE2
ASV_125	OE2
ASV_446	OE2
ASV_91	OE3
ASV_139	OE3
ASV_142	OE3
ASV_166	OE3
ASV_176	OE3
ASV_303	OE3
ASV_250	OE3
ASV_925	OE4
ASV_136	OE4
ASV_150	OE4
ASV_151	OE4
ASV_166	OE4
ASV_965	OE4
ASV_799	OE4
ASV_90	OE5
ASV_134	OE5
ASV_347	OE5
ASV_144	OE5
ASV_156	OE5
ASV_246	OE5
ASV_243	OE5
ASV_45	OE6
ASV_69	OE6
ASV_72	OE6
ASV_118	OE6
ASV_1396	OE6
ASV_200	OE6
ASV_195	OE6
ASV_319	OE6
ASV_714	OE6
ASV_94	WT1
ASV_125	WT1
ASV_152	WT1
ASV_1396	WT1
ASV_155	WT1
ASV_94	WT2
ASV_129	WT2
ASV_140	WT2
ASV_151	WT2
ASV_187	WT2
ASV_258	WT2
ASV_79	WT3
ASV_288	WT3
ASV_116	WT3
ASV_128	WT3
ASV_165	WT3
ASV_174	WT3
ASV_668	WT3
ASV_272	WT3
ASV_317	WT3
ASV_290	WT3
ASV_729	WT3
ASV_282	WT4
ASV_174	WT4
ASV_225	WT4
ASV_224	WT4
ASV_293	WT4
ASV_491	WT4
ASV_304	WT4
ASV_39	WT5
ASV_71	WT5
ASV_105	WT5
ASV_103	WT5
ASV_115	WT5
ASV_120	WT5
ASV_605	WT5
ASV_216	WT5
ASV_369	WT5
ASV_262	WT5
ASV_83	WT6
ASV_736	KO1
ASV_415	KO1
ASV_129	KO1
ASV_143	KO1
ASV_347	KO1
ASV_150	KO1
ASV_246	KO1
ASV_53	KO2
ASV_79	KO2
ASV_736	KO2
ASV_266	KO2
ASV_160	KO2
ASV_965	KO2
ASV_220	KO2
ASV_459	KO2
ASV_439	KO2
ASV_855	KO3
ASV_110	KO3
ASV_115	KO3
ASV_152	KO3
ASV_120	KO3
ASV_183	KO3
ASV_190	KO3
ASV_239	KO3
ASV_129	KO4
ASV_208	KO4
ASV_556	KO4
ASV_115	KO5
ASV_152	KO5
ASV_134	KO5
ASV_188	KO5
ASV_183	KO5
ASV_315	KO5
ASV_274	KO5
ASV_403	KO5
ASV_186	KO6
ASV_266	KO6
ASV_283	KO6
ASV_170	KO6
ASV_213	KO6
ASV_236	KO6
ASV_175	KO6
ASV_306	KO6
ASV_350	KO6
ASV_601	KO6
ASV_1459	KO6
ASV_38	OE1
ASV_118	OE1
ASV_119	OE1
ASV_157	OE1
ASV_169	OE1
ASV_185	OE1
ASV_718	OE1
ASV_252	OE1
ASV_280	OE1
ASV_1125	OE1
ASV_78	OE2
ASV_88	OE2
ASV_97	OE2
ASV_110	OE2
ASV_266	OE2
ASV_158	OE2
ASV_225	OE2
ASV_299	OE2
ASV_72	OE3
ASV_125	OE3
ASV_266	OE3
ASV_146	OE3
ASV_236	OE3
ASV_378	OE3
ASV_77	OE4
ASV_97	OE4
ASV_118	OE4
ASV_144	OE4
ASV_906	OE4
ASV_1529	OE4
ASV_72	OE5
ASV_97	OE5
ASV_127	OE5
ASV_151	OE5
ASV_349	OE5
ASV_59	OE6
ASV_66	OE6
ASV_165	OE6
ASV_313	OE6
ASV_1081	OE6
ASV_1489	OE6
ASV_77	WT1
ASV_148	WT1
ASV_149	WT1
ASV_212	WT1
ASV_214	WT1
ASV_240	WT1
ASV_270	WT1
ASV_1517	WT1
ASV_43	WT2
ASV_736	WT2
ASV_128	WT2
ASV_121	WT2
ASV_165	WT2
ASV_225	WT2
ASV_327	WT2
ASV_82	WT3
ASV_855	WT3
ASV_101	WT3
ASV_126	WT3
ASV_153	WT3
ASV_154	WT3
ASV_166	WT3
ASV_200	WT3
ASV_242	WT3
ASV_370	WT3
ASV_100	WT4
ASV_101	WT4
ASV_149	WT4
ASV_271	WT4
ASV_319	WT4
ASV_744	WT4
ASV_716	WT4
ASV_77	WT5
ASV_101	WT5
ASV_107	WT5
ASV_124	WT5
ASV_130	WT5
ASV_132	WT5
ASV_155	WT5
ASV_188	WT5
ASV_272	WT5
ASV_96	WT6
ASV_577	WT6
ASV_139	WT6
ASV_162	WT6
ASV_151	WT6
ASV_185	WT6
ASV_171	WT6
ASV_195	WT6
ASV_687	WT6
ASV_53	KO1
ASV_90	KO1
ASV_282	KO1
ASV_120	KO1
ASV_139	KO1
ASV_161	KO1
ASV_157	KO1
ASV_251	KO1
ASV_668	KO1
ASV_285	KO1
ASV_237	KO1
ASV_287	KO1
ASV_354	KO1
ASV_382	KO1
ASV_71	KO2
ASV_81	KO2
ASV_112	KO2
ASV_120	KO2
ASV_150	KO2
ASV_236	KO2
ASV_225	KO2
ASV_187	KO2
ASV_248	KO2
ASV_227	KO2
ASV_279	KO2
ASV_572	KO2
ASV_1383	KO2
ASV_73	KO3
ASV_153	KO3
ASV_171	KO3
ASV_206	KO3
ASV_312	KO3
ASV_340	KO3
ASV_43	KO4
ASV_155	KO4
ASV_309	KO4
ASV_26	KO5
ASV_40	KO5
ASV_49	KO5
ASV_855	KO5
ASV_128	KO5
ASV_155	KO5
ASV_1153	KO5
ASV_240	KO5
ASV_199	KO5
ASV_396	KO5
ASV_429	KO5
ASV_92	KO6
ASV_134	KO6
ASV_120	KO6
ASV_155	KO6
ASV_150	KO6
ASV_240	KO6
ASV_257	KO6
ASV_584	KO6
ASV_870	KO6
ASV_410	OE1
ASV_108	OE1
ASV_142	OE1
ASV_155	OE1
ASV_159	OE1
ASV_223	OE1
ASV_344	OE1
ASV_491	OE1
ASV_1081	OE1
ASV_1259	OE1
ASV_38	OE2
ASV_66	OE2
ASV_118	OE2
ASV_115	OE2
ASV_160	OE2
ASV_155	OE2
ASV_167	OE2
ASV_344	OE2
ASV_520	OE2
ASV_638	OE2
ASV_69	OE3
ASV_97	OE3
ASV_116	OE3
ASV_172	OE3
ASV_151	OE3
ASV_165	OE3
ASV_170	OE3
ASV_187	OE3
ASV_195	OE3
ASV_219	OE3
ASV_78	OE4
ASV_95	OE4
ASV_129	OE4
ASV_123	OE4
ASV_1396	OE4
ASV_172	OE4
ASV_668	OE4
ASV_191	OE4
ASV_469	OE4
ASV_378	OE4
ASV_532	OE4
ASV_922	OE4
ASV_129	OE5
ASV_152	OE5
ASV_124	OE5
ASV_843	OE5
ASV_162	OE5
ASV_236	OE5
ASV_187	OE5
ASV_212	OE5
ASV_223	OE5
ASV_298	OE5
ASV_520	OE5
ASV_518	OE5
ASV_715	OE5
ASV_24	OE6
ASV_456	OE6
ASV_90	OE6
ASV_855	OE6
ASV_112	OE6
ASV_108	OE6
ASV_107	OE6
ASV_130	OE6
ASV_965	OE6
ASV_250	OE6
ASV_271	OE6
ASV_263	OE6
ASV_233	OE6
ASV_377	OE6
ASV_1234	OE6
ASV_74	WT1
ASV_128	WT1
ASV_132	WT1
ASV_236	WT1
ASV_113	WT2
ASV_415	WT2
ASV_153	WT2
ASV_120	WT2
ASV_218	WT2
ASV_255	WT2
ASV_469	WT2
ASV_227	WT2
ASV_72	WT3
ASV_77	WT3
ASV_107	WT3
ASV_125	WT3
ASV_120	WT3
ASV_148	WT3
ASV_172	WT3
ASV_162	WT3
ASV_159	WT3
ASV_236	WT3
ASV_206	WT3
ASV_198	WT3
ASV_307	WT3
ASV_43	WT4
ASV_110	WT4
ASV_96	WT4
ASV_140	WT4
ASV_160	WT4
ASV_165	WT4
ASV_318	WT4
ASV_362	WT4
ASV_91	WT5
ASV_99	WT5
ASV_282	WT5
ASV_129	WT5
ASV_577	WT5
ASV_116	WT5
ASV_183	WT5
ASV_322	WT5
ASV_217	WT5
ASV_248	WT5
ASV_510	WT5
ASV_108	WT6
ASV_736	WT6
ASV_160	WT6
ASV_136	WT6
ASV_848	WT6
ASV_75	KO1
ASV_125	KO1
ASV_116	KO1
ASV_134	KO1
ASV_127	KO1
ASV_130	KO1
ASV_140	KO1
ASV_172	KO1
ASV_283	KO1
ASV_136	KO1
ASV_162	KO1
ASV_969	KO1
ASV_159	KO1
ASV_183	KO1
ASV_213	KO1
ASV_247	KO1
ASV_359	KO1
ASV_313	KO1
ASV_241	KO1
ASV_274	KO1
ASV_723	KO1
ASV_77	KO2
ASV_251	KO2
ASV_322	KO2
ASV_419	KO2
ASV_583	KO2
ASV_797	KO2
ASV_316	KO2
ASV_1482	KO2
ASV_1039	KO2
ASV_130	KO3
ASV_170	KO3
ASV_1153	KO3
ASV_180	KO3
ASV_237	KO3
ASV_406	KO3
ASV_630	KO3
ASV_881	KO3
ASV_1221	KO3
ASV_53	KO4
ASV_63	KO4
ASV_78	KO4
ASV_102	KO4
ASV_119	KO4
ASV_152	KO4
ASV_160	KO4
ASV_322	KO4
ASV_216	KO4
ASV_193	KO4
ASV_206	KO4
ASV_785	KO4
ASV_1139	KO4
ASV_61	KO5
ASV_121	KO5
ASV_925	KO5
ASV_200	KO5
ASV_285	KO5
ASV_309	KO5
ASV_731	KO5
ASV_1453	KO5
ASV_63	KO6
ASV_94	KO6
ASV_118	KO6
ASV_101	KO6
ASV_282	KO6
ASV_192	KO6
ASV_251	KO6
ASV_197	KO6
ASV_630	KO6
ASV_1091	KO6
ASV_869	KO6
ASV_54	OE1
ASV_80	OE1
ASV_88	OE1
ASV_90	OE1
ASV_124	OE1
ASV_132	OE1
ASV_139	OE1
ASV_605	OE1
ASV_965	OE1
ASV_1153	OE1
ASV_225	OE1
ASV_210	OE1
ASV_253	OE1
ASV_261	OE1
ASV_313	OE1
ASV_384	OE1
ASV_586	OE1
ASV_929	OE1
ASV_1015	OE1
ASV_36	OE2
ASV_106	OE2
ASV_99	OE2
ASV_156	OE2
ASV_174	OE2
ASV_965	OE2
ASV_169	OE2
ASV_208	OE2
ASV_270	OE2
ASV_378	OE2
ASV_1526	OE2
ASV_20	OE3
ASV_70	OE3
ASV_81	OE3
ASV_89	OE3
ASV_152	OE3
ASV_121	OE3
ASV_120	OE3
ASV_130	OE3
ASV_1396	OE3
ASV_143	OE3
ASV_160	OE3
ASV_150	OE3
ASV_965	OE3
ASV_232	OE3
ASV_270	OE3
ASV_469	OE3
ASV_72	OE4
ASV_80	OE4
ASV_282	OE4
ASV_126	OE4
ASV_116	OE4
ASV_153	OE4
ASV_127	OE4
ASV_165	OE4
ASV_218	OE4
ASV_261	OE4
ASV_256	OE4
ASV_319	OE4
ASV_712	OE4
ASV_88	OE5
ASV_86	OE5
ASV_105	OE5
ASV_115	OE5
ASV_130	OE5
ASV_157	OE5
ASV_183	OE5
ASV_251	OE5
ASV_535	OE5
ASV_261	OE5
ASV_271	OE5
ASV_867	OE5
ASV_519	OE5
ASV_93	OE6
ASV_95	OE6
ASV_111	OE6
ASV_186	OE6
ASV_116	OE6
ASV_127	OE6
ASV_161	OE6
ASV_347	OE6
ASV_190	OE6
ASV_210	OE6
ASV_287	OE6
ASV_306	OE6
ASV_519	OE6
ASV_49	WT1
ASV_90	WT1
ASV_410	WT1
ASV_98	WT1
ASV_130	WT1
ASV_144	WT1
ASV_160	WT1
ASV_166	WT1
ASV_174	WT1
ASV_319	WT1
ASV_362	WT1
ASV_95	WT2
ASV_577	WT2
ASV_124	WT2
