Gene	Transcription_factor
NM_001111027	Nanog
NM_011462	H3K4me1
NM_009471	Esrrb
NM_172758	H3K27ac
NR_030491	Nanog
NM_009628	Sox2
NM_007431	Klf4
NM_134010	Nanog
NM_001080963	H3K4me1
NM_172385	Nanog
NM_017369	Nanog
NM_021391	Klf4
NM_173758	Nanog
NM_011424	Esrrb
NM_023716	Klf4
NM_008425	Nanog
NM_028886	Esrrb
NM_009448	Klf4
NM_011156	Sox2
NM_012055	Sox2
NM_013715	Nanog
NM_172385	Nanog
NM_183254	Nanog
NM_001042727	Med1
NM_023403	Nanog
NM_001113209	H3K27ac
NM_001177631	Nanog
NM_022655	Esrrb
NM_016694	Nanog
NM_001040426	Nanog
NM_009593	Sox2
NM_173866	Nanog
NM_025739	H3K27ac
NM_008138	H3K4me1
NM_025780	Nanog
NM_025330	Sox2
NM_017479	Nanog
NM_001081346	Nanog
NM_175459	Sox2
NM_007921	Klf4
NM_144530	Sox2
NM_139311	Nanog
NM_027049	H3K27ac
NM_172758	Nanog
NM_031165	Nanog
NM_011380	Esrrb
NR_002873	Med1
NM_019468	Nanog
NM_146105	Esrrb
NM_001038621	Nanog
NM_009814	Sox2
NM_021424	Esrrb
NM_009869	Esrrb
NM_023538	Nanog
NM_172473	Sox2
NM_011139	H3K27ac
NM_028513	Esrrb
NM_001164504	H3K27ac
NM_054050	H3K4me1
NM_173390	H3K27ac
NM_183275	Esrrb
NM_028850	Sox2
NM_001004761	Nanog
NM_133805	Sox2
NM_009864	Esrrb
NM_026268	Nanog
NM_026301	Esrrb
NM_010721	Sox2
NM_198884	Nanog
NM_001025431	Nanog
NM_175751	Nanog
NM_009103	Nanog
NM_134005	H3K27ac
NM_027922	Sox2
NM_080555	Esrrb
NM_172573	H3K27ac
NM_172734	H3K27ac
NM_025522	Nanog
NM_001163836	Nanog
NM_001081426	Nanog
NM_178620	Esrrb
NR_035453	Nanog
NM_178923	Nanog
NM_001034097	Nanog
NM_177233	Nanog
NM_001081302	Sox2
NM_021492	Nanog
NR_015595	Nanog
NM_008402	Nanog
NM_176902	Esrrb
NM_023598	H3K4me1
NM_001042503	Sox2
NM_009616	H3K27ac
NM_029585	Nanog
NM_029441	Klf4
NM_019764	Esrrb
NR_029777	Esrrb
NM_011535	Klf4
NM_011891	Sox2
NM_026514	Esrrb
NM_030252	H3K4me1
NM_133859	Nanog
NM_001127233	H3K27ac
NM_028904	Med1
NM_001080979	Esrrb
NM_009033	Nanog
NM_001145390	Nanog
NM_172758	H3K4me1
NM_183186	Sox2
NM_028615	Med1
NM_178710	Nanog
NM_008286	Nanog
NM_019743	H3K27ac
NM_010118	Esrrb
NM_001001932	Nanog
NM_001113545	Med1
NM_022721	Nanog
NM_001110830	Sox2
NM_177239	Nanog
NM_009539	Nanog
NM_028019	Esrrb
NM_172662	Esrrb
NM_025819	Nanog
NM_001195031	Nanog
NM_033074	Nanog
NM_011973	Sox2
NM_001195717	Nanog
NR_028540	Esrrb
NM_026268	Med1
NM_011461	Nanog
NM_011448	Nanog
NM_010233	H3K27ac
NM_026321	Nanog
NM_011348	Esrrb
NR_029914	Med1
NM_007877	Sox2
NM_021878	Esrrb
NM_031166	Nanog
NR_028307	Esrrb
NM_021390	Sox2
NM_011705	Esrrb
NM_008253	Nanog
NM_134117	Nanog
NM_001164077	H3K4me1
NM_001081299	Sox2
NM_001042660	Sox2
NM_001110824	H3K27ac
NM_173744	Esrrb
NM_201371	Sox2
NR_015485	Sox2
NM_145836	Med1
NM_009260	Nanog
NM_029619	Esrrb
NM_173440	Med1
NM_001039198	Klf4
NM_133748	H3K4me1
NM_001163256	Esrrb
NM_007632	Nanog
NM_023631	H3K4me1
NM_007530	Nanog
NR_030715	Nanog
NM_009022	Nanog
NM_001033253	Nanog
NM_011742	Sox2
NM_008393	Nanog
NM_008924	H3K4me1
NM_028904	Nanog
NM_153548	Nanog
NM_027470	H3K27ac
NM_001005423	H3K27ac
NM_009976	Nanog
NM_027230	Med1
NM_013518	Nanog
NM_029761	H3K4me1
NM_028072	Med1
NM_009774	Nanog
NM_207685	Sox2
NM_008377	H3K4me1
NM_008857	Med1
NM_027602	H3K27ac
NM_030133	H3K4me1
NM_016672	Sox2
NM_007930	Nanog
NM_053008	Sox2
NM_001001182	Sox2
NM_013506	Sox2
NM_144831	H3K27ac
NM_024174	Nanog
NM_199467	Sox2
NM_031197	Nanog
NM_007589	Nanog
NM_001122948	Nanog
NM_027602	H3K4me1
NM_011732	Nanog
NM_030112	Nanog
NM_001159514	Sox2
NM_019643	Sox2
NM_177152	Esrrb
NM_008629	H3K27ac
NM_001166360	Klf4
NM_001033217	Sox2
NM_008744	H3K4me1
NM_011197	Nanog
NM_172663	Nanog
NM_130796	Med1
NR_028593	H3K27ac
NM_008420	H3K4me1
NM_023716	Med1
NM_001025599	Nanog
NM_001113386	Med1
NM_001080819	Med1
NM_175751	Sox2
NR_030680	Esrrb
NM_001162979	Nanog
NM_024209	Esrrb
NM_001029876	Esrrb
NM_018872	Nanog
NM_018773	H3K4me1
NM_173053	Nanog
NM_013627	Nanog
NM_145836	Med1
NM_029967	Sox2
NM_008049	Med1
NR_036654	Med1
NM_001081343	Nanog
NR_030152	Klf4
NM_001111324	Nanog
NM_001013756	Esrrb
NM_030724	Sox2
NM_183186	Nanog
NM_011382	Med1
NM_025947	Nanog
NM_009506	Sox2
NM_207000	Nanog
NM_007430	H3K27ac
NM_031185	Med1
NM_025325	Nanog
NM_009335	Med1
NM_152895	Nanog
NM_001033228	Nanog
NM_013663	H3K27ac
NM_009856	Sox2
NM_001159769	Klf4
NM_013833	Sox2
NM_172467	Nanog
NM_001033298	H3K4me1
NM_001077267	Nanog
NM_008422	H3K27ac
NM_026027	Sox2
NM_001033213	Esrrb
NM_178700	H3K4me1
NM_028973	H3K4me1
NM_052994	Sox2
NM_001128606	Sox2
NM_153522	Sox2
NM_029736	Esrrb
NM_001004184	Sox2
NM_201529	Nanog
NM_022315	Nanog
NM_001163592	Nanog
NM_013512	Med1
NM_177086	Nanog
NM_153125	H3K4me1
NM_175366	Nanog
NM_172524	Sox2
NM_001081402	Nanog
NM_001128093	H3K4me1
NR_033466	Nanog
NM_180974	Esrrb
NM_001029842	H3K4me1
NM_178695	Nanog
NR_033623	Nanog
NM_152823	Nanog
NM_001009544	Esrrb
NM_001001932	Klf4
NM_029291	Nanog
NM_001081208	H3K4me1
NM_025721	Esrrb
NM_172681	Nanog
NM_008153	H3K27ac
NM_009575	Nanog
NM_025384	Nanog
NR_029475	H3K27ac
NM_001163498	Esrrb
NM_207000	Med1
NM_001012451	H3K4me1
NM_021878	Nanog
NM_080575	H3K27ac
NM_008286	Nanog
NM_175029	Nanog
NM_021291	Esrrb
NM_011461	Sox2
NM_027613	Esrrb
NM_013627	Nanog
NR_029475	Esrrb
NM_001112721	Sox2
NM_001080928	Sox2
NM_011987	Med1
NM_008983	H3K4me1
NM_009170	Nanog
NM_016750	Klf4
NM_022305	Nanog
NM_153399	Esrrb
NM_008981	Nanog
NR_030696	Nanog
NM_001081345	Sox2
NM_001083628	Sox2
NM_001160251	H3K27ac
NM_174857	Sox2
NM_201362	Nanog
NM_001101560	Nanog
NM_172120	Sox2
NM_001039536	H3K27ac
NM_001142918	Nanog
NM_001081445	Esrrb
NM_008875	Nanog
NM_019794	H3K27ac
NM_001164504	Med1
NM_013622	Esrrb
NM_001081342	Med1
NM_054094	Nanog
NM_026350	H3K4me1
NM_009930	Nanog
NM_010262	Nanog
NM_009263	Sox2
NM_175481	Med1
NM_008342	Esrrb
NM_018873	Med1
NM_011073	Nanog
NM_145838	Nanog
NM_172689	H3K4me1
NM_001130184	Esrrb
NM_001113209	H3K4me1
NM_021366	Klf4
NM_028598	H3K4me1
NM_011599	Sox2
NM_009600	Sox2
NM_023507	Esrrb
NM_009829	Nanog
NM_029619	H3K4me1
NM_001033172	Nanog
NM_080555	H3K4me1
NM_001128093	Sox2
NR_033325	Nanog
NM_001042660	Esrrb
NM_009535	Sox2
NM_007496	Sox2
NM_001042488	Med1
NM_026840	Klf4
NM_001195732	Esrrb
NM_009769	Sox2
NM_001164580	Nanog
NM_013611	Nanog
NM_198022	Esrrb
NM_009138	H3K27ac
NM_025860	Sox2
NM_001085546	Nanog
NM_009575	Sox2
NM_028448	Klf4
NM_175461	Nanog
NM_080555	Nanog
NM_013846	Med1
NM_001190448	Nanog
NM_011600	Esrrb
NM_001177650	Sox2
NM_134013	Nanog
NM_130867	H3K27ac
NM_175165	Sox2
NM_001005423	Nanog
NM_009352	H3K4me1
NM_010495	Klf4
NM_008229	Nanog
NM_001081400	Nanog
NM_001109743	Nanog
NM_178390	Klf4
NM_011959	Nanog
NM_010260	Nanog
NM_201371	Esrrb
NM_031166	Nanog
NM_007984	Nanog
NM_175028	Nanog
NM_153522	Nanog
NM_026599	Sox2
NM_001172126	Nanog
NR_033139	Med1
NM_011401	Sox2
NM_080555	Esrrb
NR_030403	Med1
NM_175349	Nanog
NM_019413	Nanog
NM_001024617	Sox2
NM_001081390	Nanog
NM_172913	Nanog
NM_019743	Nanog
NM_001128084	Esrrb
NM_176930	Sox2
NM_001080819	Sox2
NM_133752	Med1
NM_172424	Sox2
NM_028736	Nanog
NM_178760	Med1
NM_013571	H3K4me1
NM_207636	H3K4me1
NM_020570	H3K27ac
NM_001033266	Med1
NM_183028	Sox2
NM_198109	Nanog
NM_028576	Klf4
NM_019409	H3K4me1
NM_010896	H3K27ac
NM_001004180	H3K4me1
NM_009469	H3K4me1
NM_198608	H3K27ac
NM_153097	Sox2
NM_053100	H3K4me1
NM_024279	Esrrb
NM_053110	Nanog
NM_001013393	Nanog
NM_007564	Esrrb
NM_019394	H3K27ac
NM_146018	Nanog
NM_181414	Nanog
NM_023755	Sox2
NM_009795	H3K27ac
NM_008739	Nanog
NM_001033259	Med1
NM_173776	H3K27ac
NM_026942	Klf4
NR_027388	Esrrb
NM_001081636	Sox2
NM_001163018	Sox2
NM_007970	Nanog
NM_145076	Nanog
NM_013661	Med1
NM_153153	H3K4me1
NM_198967	Nanog
NM_177596	Nanog
NM_007690	Sox2
NM_197985	H3K4me1
NM_145492	Nanog
NM_028816	Sox2
NM_021451	Sox2
NM_001159649	Sox2
NM_010898	Med1
NM_027452	Nanog
NM_172473	Sox2
NM_009373	Nanog
NM_177224	Sox2
NM_008343	H3K4me1
NM_001160251	Med1
NM_007674	Sox2
NM_021878	Med1
NM_177222	Klf4
NM_011139	Nanog
NM_175654	H3K27ac
NM_023455	Esrrb
NM_001166661	Nanog
NM_001003919	Med1
NM_134005	Sox2
NM_010381	Nanog
NM_133962	H3K4me1
NM_007958	Klf4
NM_028860	Nanog
NM_001033789	H3K4me1
NM_011858	Klf4
NM_008816	Esrrb
NM_019703	Sox2
NM_007961	Nanog
NM_145836	Klf4
NM_010288	Esrrb
NM_029610	H3K4me1
NM_172294	Med1
NM_001039198	Nanog
NM_031256	Sox2
NM_146257	Esrrb
NM_026034	Nanog
NM_008393	Nanog
NM_175653	Esrrb
NM_198702	Nanog
NM_026969	Nanog
NM_178413	Nanog
NR_003523	Esrrb
NM_172870	Sox2
NM_177445	Esrrb
NM_001033411	Nanog
NM_008981	Esrrb
NM_011790	H3K27ac
NM_011581	Nanog
NM_009951	Sox2
NM_001164363	Sox2
NR_015565	Sox2
NM_009864	Nanog
NM_001178049	Med1
NM_011733	Sox2
NM_009366	Nanog
NM_172765	H3K4me1
NM_021542	Esrrb
NM_009967	Sox2
NM_007413	Sox2
NM_201395	Nanog
NM_007548	Nanog
NM_028270	H3K27ac
NM_026442	H3K4me1
NM_001024955	Nanog
NM_001042660	H3K27ac
NM_011385	H3K27ac
NM_008305	Klf4
NM_009843	Klf4
NM_007652	Nanog
NM_019413	Sox2
NM_001113549	H3K27ac
NM_001024478	Nanog
NM_181547	Sox2
NM_023529	Sox2
NM_001168526	Sox2
NM_008981	Sox2
NM_021435	Nanog
NM_021286	Sox2
NM_172958	Nanog
NM_009834	Klf4
NM_027456	H3K27ac
NM_001001185	Med1
NM_001127265	Nanog
NM_007400	Nanog
NM_008960	Esrrb
NM_177305	Nanog
NM_011436	Nanog
NM_010733	Sox2
NM_001164056	Nanog
NM_009593	H3K27ac
NM_029999	Nanog
NM_009728	Nanog
NR_030644	H3K4me1
NM_198000	H3K27ac
NM_001146324	Nanog
NM_008138	Klf4
NM_001099310	Nanog
NM_001160251	Klf4
NM_144551	Nanog
NM_133962	Med1
NM_007548	Nanog
NM_001177751	Med1
NM_025974	Sox2
NM_172585	Nanog
NM_001033535	Esrrb
NM_027694	Nanog
NM_021390	Sox2
NM_009448	Esrrb
NM_007560	Sox2
NM_001083927	Nanog
NM_027456	H3K4me1
NM_133891	Nanog
NM_025290	H3K4me1
NM_030610	Nanog
NM_146036	H3K4me1
NM_031881	Klf4
NM_008078	Sox2
NM_027721	Esrrb
NM_025673	Nanog
NM_138952	Sox2
NM_001081177	Klf4
NM_001081223	Sox2
NM_172665	Nanog
NM_013559	H3K27ac
NM_145967	Nanog
NM_024197	H3K27ac
NM_207707	Nanog
NM_001123386	Sox2
NM_001162956	Esrrb
NM_019501	H3K4me1
NM_001081680	Nanog
NM_172872	Klf4
NM_023716	Nanog
NM_001177843	Nanog
NM_177780	Nanog
NM_172260	H3K27ac
NM_001101464	Esrrb
NM_017461	H3K27ac
NM_029081	Nanog
NM_001159517	Sox2
NM_008314	Nanog
NM_001163441	Nanog
NR_028593	H3K4me1
NM_008453	Esrrb
NM_008983	Sox2
NR_030692	Nanog
NM_008480	Med1
NM_008314	H3K4me1
NM_009872	Nanog
NM_028785	Nanog
NM_001004180	Esrrb
NM_010139	Sox2
NM_027689	H3K4me1
NM_001115010	Nanog
NM_008104	Esrrb
NM_026599	Nanog
NM_172890	Nanog
NM_028030	Med1
NM_053008	Nanog
NM_033144	Esrrb
NM_134000	Esrrb
NM_027689	H3K4me1
NM_017380	Esrrb
NM_029780	Nanog
NM_008083	Esrrb
NM_030676	Nanog
NR_015608	Sox2
NM_033074	Nanog
NM_053008	Esrrb
NM_181595	Sox2
NM_001177650	Nanog
NM_001195390	H3K27ac
NM_001142642	H3K27ac
NM_177005	Med1
NR_027059	H3K27ac
NM_198422	Sox2
NM_008816	Sox2
NM_001081137	Sox2
NM_170778	Nanog
NR_029532	Esrrb
NM_001142539	H3K27ac
NR_033144	Sox2
NM_009903	H3K4me1
NM_172524	H3K4me1
NM_177086	Sox2
NM_001085507	Sox2
NM_133833	Med1
NR_033623	Sox2
NM_031166	Sox2
NM_201371	H3K4me1
NM_019912	Sox2
NM_011767	Nanog
NM_008679	H3K4me1
NM_011031	Sox2
NM_008049	Nanog
NM_001081445	Nanog
NM_001012765	Nanog
NM_134156	Sox2
NM_021273	H3K4me1
NM_028419	H3K27ac
NM_001146292	Nanog
NM_011599	Nanog
NM_001081336	Nanog
NM_013834	Med1
NM_001039169	Esrrb
NM_019743	Nanog
NM_009786	Sox2
NM_026268	H3K27ac
NM_133216	Nanog
NM_010243	Sox2
NM_001159696	H3K27ac
NM_009795	Esrrb
NM_030727	Sox2
NM_001024918	Sox2
NM_011416	Esrrb
NM_010739	H3K4me1
NM_001110267	H3K4me1
NM_009772	Sox2
NM_001077407	Med1
NR_027973	H3K4me1
NR_027388	Med1
NM_001166659	Sox2
NM_173737	H3K27ac
NM_010745	Nanog
NM_027558	Sox2
NM_146075	Med1
NM_026984	Sox2
NM_181415	Nanog
NM_009873	H3K4me1
NM_009616	Esrrb
NM_178701	Nanog
NM_172650	Sox2
NM_007384	H3K4me1
NM_019707	Sox2
NM_025866	H3K4me1
NM_001177396	Nanog
NM_177224	Nanog
NM_025325	Med1
NM_019733	Klf4
NM_019413	Esrrb
NM_010745	Klf4
NM_015747	Med1
NM_001163480	Med1
NM_172725	H3K27ac
NM_021390	Med1
NM_011052	Esrrb
NM_001044380	H3K4me1
NM_178714	Sox2
NM_001014288	H3K4me1
NM_008924	Sox2
NM_199143	Sox2
NM_026268	Med1
NM_008338	Klf4
NM_008910	H3K27ac
NR_033492	Sox2
NM_019636	Klf4
NM_028487	Sox2
NM_009022	Sox2
NM_177343	H3K4me1
NM_007702	H3K4me1
NM_170778	Sox2
NM_178639	Esrrb
NM_011487	Nanog
NM_020584	Nanog
NM_025451	Sox2
NM_008695	Med1
NM_020252	Nanog
NM_011934	Klf4
NM_011427	H3K4me1
NM_001081117	Nanog
NR_015588	Nanog
NM_026350	Nanog
NM_052994	H3K27ac
NM_001042660	Nanog
NM_080448	Nanog
NM_152915	Esrrb
NM_021366	Nanog
NM_021435	Esrrb
NM_015798	H3K4me1
NM_019425	Esrrb
NM_001001182	Nanog
NM_001081343	H3K4me1
NM_145394	H3K4me1
NM_009097	H3K27ac
NM_153409	Nanog
NM_007702	Nanog
NM_133839	Sox2
NM_177086	Sox2
NM_009412	Nanog
NM_172855	Nanog
NM_027570	Sox2
NM_022323	H3K27ac
NM_027968	Nanog
NM_153087	Nanog
NM_026627	Med1
NM_198022	Sox2
NM_021284	Nanog
NM_172964	Klf4
NM_008057	Esrrb
NM_001099634	Nanog
NM_017381	Esrrb
NM_146028	Esrrb
NM_013912	H3K4me1
NM_009282	Sox2
NR_030454	Nanog
NM_080555	H3K27ac
NM_010061	Sox2
NM_023638	H3K4me1
NM_029761	Nanog
NM_177392	Klf4
NR_015532	Sox2
NR_002445	H3K4me1
NM_178606	H3K4me1
NM_181073	Sox2
NM_027230	Klf4
NM_199197	Sox2
NM_001013756	H3K27ac
NR_015602	Esrrb
NM_177857	Nanog
NM_026479	Nanog
NM_009823	Klf4
NM_183261	Nanog
NM_029286	Sox2
NM_172409	Nanog
NM_001083927	Esrrb
NM_022004	Esrrb
NM_011762	Esrrb
NM_010162	Sox2
NM_001081298	Esrrb
NM_022996	Sox2
NM_026576	Nanog
NR_027826	Nanog
NM_134072	Nanog
NM_172135	Esrrb
NM_010574	Esrrb
NM_001081177	Sox2
NM_001160251	Nanog
NM_001163700	Sox2
NM_181548	Nanog
NM_016697	Nanog
NM_011319	Nanog
NM_008983	Sox2
NM_021374	Esrrb
NM_001161845	Sox2
NM_001145804	Klf4
NM_178661	Esrrb
NM_027188	Esrrb
NM_001033443	Nanog
NM_153423	Klf4
NM_013598	Nanog
NM_016746	Sox2
NM_001025074	Sox2
NM_001081256	Esrrb
NM_009274	Esrrb
NM_008314	Sox2
NM_172453	H3K27ac
NM_177603	H3K4me1
NM_018810	Esrrb
NM_001146119	Sox2
NM_001039644	Sox2
NM_183029	H3K27ac
NM_028275	Nanog
NM_013685	Esrrb
NM_183027	Nanog
NM_133189	Sox2
NM_172688	Nanog
NM_011733	Nanog
NM_028133	H3K27ac
NM_008696	Nanog
NR_015489	Nanog
NM_001161618	Nanog
NM_009290	Nanog
NM_009954	Sox2
NM_010155	Esrrb
NM_001145034	Esrrb
NM_008138	Med1
NM_008929	Sox2
NM_133219	Med1
NM_001127261	Nanog
NM_001042523	Sox2
NM_177561	Nanog
NM_013462	H3K27ac
NM_007914	Nanog
NM_007496	Nanog
NM_001077202	Nanog
NM_028053	Med1
NM_175155	H3K27ac
NM_001005423	Esrrb
NM_009270	Sox2
NM_010228	Klf4
NR_033568	Esrrb
NM_011959	Sox2
NM_011498	Nanog
NM_016716	Nanog
NM_011360	Esrrb
NM_001159571	H3K27ac
NR_030497	Nanog
NM_178656	Sox2
NM_175165	H3K4me1
NM_153591	Nanog
NM_198311	Nanog
NR_035476	Esrrb
NM_175548	Nanog
NM_177330	Nanog
NM_013601	Nanog
NM_177086	Nanog
NM_019923	Sox2
NM_012061	Nanog
NM_013508	Nanog
NM_013833	Nanog
NM_145938	H3K4me1
NM_029341	Sox2
NM_021390	Nanog
NM_172265	H3K4me1
NM_008153	Sox2
NM_008989	Esrrb
NM_177047	Nanog
NM_013490	H3K4me1
NM_001163754	Nanog
NM_001159589	Nanog
NM_146002	H3K27ac
NM_001101603	Sox2
NM_013880	Sox2
NM_198037	Nanog
NM_207685	Nanog
NM_176921	Esrrb
NM_010828	Nanog
NM_008300	Sox2
NM_013825	H3K4me1
NM_013462	Med1
NM_153156	Esrrb
NM_010118	H3K4me1
NM_181541	Sox2
NM_001195435	Sox2
NM_019703	Nanog
NM_001085512	Esrrb
NM_001081244	Nanog
NM_001122948	Sox2
NM_172862	H3K4me1
NM_001037865	Nanog
NM_021390	Nanog
NM_001167976	Nanog
NM_172867	Sox2
NM_008343	Med1
NM_011987	H3K27ac
NM_009352	Nanog
NM_016750	Sox2
NM_146057	Esrrb
NM_001122948	H3K4me1
NM_133360	Nanog
NM_197996	H3K27ac
NM_027689	Sox2
NM_133219	Nanog
NM_007905	Esrrb
NM_001110824	Nanog
NM_178610	H3K4me1
NM_018811	Nanog
NM_001177572	H3K4me1
NM_025812	Klf4
NM_010208	Nanog
NM_011973	Esrrb
NM_001033213	Sox2
NM_207000	Sox2
NM_008245	Esrrb
NM_001161370	Nanog
NM_011052	Nanog
NM_001004184	Nanog
NM_001081403	Nanog
NM_023243	Nanog
NM_001033399	H3K27ac
NM_025681	H3K4me1
NM_001004180	Sox2
NM_201371	Med1
NM_153423	Esrrb
NM_181414	Nanog
NM_133962	Esrrb
NM_008537	Nanog
NM_028487	Esrrb
NM_011817	Nanog
NM_029736	Nanog
NM_009965	Sox2
NM_013632	Nanog
NM_183028	Nanog
NM_009481	Esrrb
NM_001142918	Esrrb
NM_009194	Nanog
NM_008992	H3K4me1
NM_172476	Nanog
NM_022428	Sox2
NM_025273	Esrrb
NM_033478	Med1
NM_029606	Nanog
NM_011682	Med1
NM_001164801	Esrrb
NM_174991	Sox2
NM_030732	Klf4
NM_183161	Sox2
NM_001146292	Sox2
NM_031166	Sox2
NM_011360	Nanog
NM_177086	H3K4me1
NM_008709	Sox2
NM_001077353	H3K27ac
NM_172525	Sox2
NM_146061	H3K4me1
NM_145356	Esrrb
NM_201529	Sox2
NM_008714	Nanog
NM_001164077	Sox2
NM_001159649	Esrrb
NM_008960	Nanog
NM_029007	Sox2
NM_011851	Nanog
NM_019666	Nanog
NM_001013753	Nanog
NM_027460	Esrrb
NM_211138	Nanog
NM_001033765	Med1
NM_010687	Sox2
NM_008862	Nanog
NM_010849	Sox2
NM_001081400	Sox2
NM_027998	Sox2
NM_177233	Med1
NM_001163493	Esrrb
NR_000040	Sox2
NM_001013753	Sox2
NM_001039124	Nanog
NM_177305	Esrrb
NM_013753	Nanog
NM_177561	Sox2
NM_020252	Esrrb
NM_001145804	Sox2
NM_010365	H3K27ac
NR_030454	Nanog
NM_172584	Klf4
NM_198022	Nanog
NM_181444	H3K27ac
NM_001033443	Sox2
NM_145153	Nanog
NM_008033	Nanog
NM_001081125	Sox2
NM_009786	Nanog
NM_023485	Nanog
NM_018801	Nanog
NM_175750	H3K4me1
NM_177242	Med1
NM_016853	Nanog
NM_029967	Sox2
NM_001099628	Nanog
NM_133752	Sox2
NM_178702	Med1
NM_178656	Nanog
NM_001024474	Sox2
NM_023363	Nanog
NM_016846	Nanog
NM_029492	Nanog
NM_026728	Sox2
NM_001113209	Esrrb
NM_001080979	Sox2
NM_001024919	H3K27ac
NM_028696	Sox2
NM_177086	Nanog
NM_009769	Esrrb
NM_172938	Sox2
NM_025700	Nanog
NM_001033306	Esrrb
NM_021464	Nanog
NM_011764	Med1
NM_001033412	Esrrb
NM_009834	Nanog
NM_183263	Nanog
NM_008343	H3K4me1
NM_177233	H3K4me1
NM_001014981	Nanog
NM_176902	Klf4
NM_016861	Klf4
NM_024479	Esrrb
NM_146036	H3K27ac
NM_021374	H3K4me1
NM_028880	Nanog
NM_011610	Esrrb
NM_028072	H3K27ac
NR_033492	Med1
NM_033077	Nanog
NM_001081348	H3K4me1
NM_027570	Esrrb
NM_001001932	Esrrb
NM_025404	Nanog
NM_008991	Sox2
NM_172809	Nanog
NM_010733	Esrrb
NM_145124	Esrrb
NM_030219	Sox2
NM_133216	H3K27ac
NM_011914	Sox2
NM_177271	Nanog
NM_028712	Esrrb
NM_001195632	Sox2
NM_030261	Nanog
NM_021377	Nanog
NM_001184709	Nanog
NM_175245	Nanog
NM_145465	H3K4me1
NM_010262	Med1
NR_035476	Sox2
NM_001111313	H3K4me1
NM_026627	Sox2
NM_008709	H3K4me1
NM_028713	Sox2
NM_009469	Sox2
NM_021985	Nanog
NM_010111	Esrrb
NM_001163574	Sox2
NM_172595	Nanog
NM_031197	H3K4me1
NM_009728	Sox2
NM_026255	Nanog
NR_033626	Klf4
NM_033523	Sox2
NM_010303	Med1
NM_145381	H3K27ac
NM_001109628	H3K27ac
NM_009601	Esrrb
NM_013490	H3K27ac
NR_035442	Sox2
NM_009521	Nanog
NM_009234	Sox2
NM_144953	Med1
NR_035442	Klf4
NM_133748	Nanog
NM_013512	Sox2
NR_030644	Nanog
NM_019939	Sox2
NR_033453	Esrrb
NM_001103179	Med1
NM_001033636	Nanog
NM_001161723	H3K27ac
NM_133189	Esrrb
NM_175114	Nanog
NM_027485	Med1
NM_028487	H3K27ac
NM_011936	Esrrb
NM_177445	Sox2
NM_028722	Nanog
NM_133833	Klf4
NM_025850	Sox2
NM_177047	Sox2
NM_177857	Sox2
NM_001163441	Klf4
NM_008058	Nanog
NM_019574	Med1
NM_027998	Nanog
NM_011876	Sox2
NM_001113351	Nanog
NM_007646	Med1
NM_139311	Sox2
NM_026872	Sox2
NM_138606	Nanog
NM_009954	Nanog
NM_001110231	Sox2
NM_029422	Esrrb
NM_010250	Sox2
NM_026514	Sox2
NM_198671	Esrrb
NM_011987	Nanog
NM_010830	Nanog
NM_198306	H3K27ac
NM_001081337	H3K27ac
NM_175279	Sox2
NM_009037	Klf4
NM_028965	Sox2
NM_203660	H3K4me1
NM_009538	Nanog
NM_001168354	Nanog
NM_022319	Sox2
NM_029531	Sox2
NM_027694	Esrrb
NM_172666	Sox2
NR_029646	Esrrb
NM_008709	Esrrb
NM_026157	H3K4me1
NM_001123327	Sox2
NM_012023	Esrrb
NR_003283	Nanog
NM_133216	Med1
NM_001099634	H3K4me1
NM_145856	Sox2
NM_025448	Esrrb
NM_177632	Sox2
NM_175481	Esrrb
NM_010789	Nanog
NM_007915	Sox2
NM_173425	Nanog
NM_009290	Esrrb
NM_021390	Nanog
NM_001013411	Sox2
NR_028593	Sox2
NR_029777	Klf4
NR_033595	Nanog
NM_177086	H3K27ac
NM_001080814	H3K4me1
NR_033453	Sox2
NM_025451	H3K4me1
NM_009702	Nanog
NM_001081321	H3K27ac
NM_001146000	Sox2
NM_001042660	Nanog
NM_024277	Nanog
NM_145528	Esrrb
NM_007548	H3K4me1
NM_011400	Klf4
NM_001042503	Sox2
NM_027758	Nanog
NM_009208	H3K4me1
NM_001013814	H3K4me1
NM_010233	Med1
NM_001081198	Sox2
NM_146089	Nanog
NR_029562	Nanog
NM_008145	Nanog
NM_053122	Nanog
NM_175751	Sox2
NM_008453	Med1
NM_178202	H3K4me1
NM_009506	Nanog
NM_001081217	Nanog
NM_019929	Nanog
NM_001081027	Esrrb
NM_008664	Sox2
NM_172787	H3K4me1
NM_008171	Nanog
NM_015818	Sox2
NM_177305	H3K4me1
NM_018886	Sox2
NM_008083	Nanog
NR_029563	Nanog
NM_010303	Esrrb
NM_030261	Sox2
NM_146112	Esrrb
NM_029250	Esrrb
NM_008750	Sox2
NM_174848	H3K4me1
NM_001035533	Klf4
NM_026830	Nanog
NM_001166585	Nanog
NM_008782	Med1
NM_007605	Nanog
NM_029094	H3K27ac
NM_015818	Klf4
NM_010061	H3K4me1
NM_026210	Nanog
NM_019739	Nanog
NM_133919	Klf4
NM_001014288	Sox2
NM_021532	H3K4me1
NM_007496	Med1
NM_001166585	H3K27ac
NM_007771	H3K4me1
NM_010896	Esrrb
NM_153166	Sox2
NM_028127	Esrrb
